gene_name,gene_id,mirna_name,mirna_id,experiments,publications,cell_lines,micro_tscore
SLC25A5,ENSG00000005022,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.41
SLC2A1,ENSG00000117394,hsa-miR-29a-3p,MIMAT0000086,5,4,3,0.36
SLC31A1,ENSG00000136868,hsa-miR-29a-3p,MIMAT0000086,5,5,4,0.49
SLC31A2,ENSG00000136867,hsa-miR-29a-3p,MIMAT0000086,5,4,5,0.37
SLC45A4,ENSG00000022567,hsa-miR-29a-3p,MIMAT0000086,5,4,3,0.45
SMARCB1,ENSG00000099956,hsa-miR-29a-3p,MIMAT0000086,5,3,4,0.4
SMCO2,ENSG00000165935,hsa-miR-29a-3p,MIMAT0000086,5,3,5,0.54
SMCR8,ENSG00000176994,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.45
SNW1,ENSG00000100603,hsa-miR-29a-3p,MIMAT0000086,5,3,3,-1
SNX11,ENSG00000002919,hsa-miR-29a-3p,MIMAT0000086,5,4,5,0.81
SNX24,ENSG00000064652,hsa-miR-29a-3p,MIMAT0000086,5,2,2,0.98
SNX3,ENSG00000112335,hsa-miR-29a-3p,MIMAT0000086,5,4,4,-1
SPPL3,ENSG00000157837,hsa-miR-29a-3p,MIMAT0000086,5,5,5,0.39
SPTY2D1,ENSG00000179119,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.47
SREBF1,ENSG00000072310,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.64
STAT1,ENSG00000115415,hsa-miR-29a-3p,MIMAT0000086,5,5,4,-1
STAU1,ENSG00000124214,hsa-miR-29a-3p,MIMAT0000086,5,5,5,-1
STT3B,ENSG00000163527,hsa-miR-29a-3p,MIMAT0000086,5,3,3,0.41
SUPT5H,ENSG00000196235,hsa-miR-29a-3p,MIMAT0000086,5,5,5,0.45
SV2A,ENSG00000159164,hsa-miR-29a-3p,MIMAT0000086,5,3,2,0.38
TACC1,ENSG00000147526,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.47
TADA2B,ENSG00000173011,hsa-miR-29a-3p,MIMAT0000086,5,5,5,0.75
TAF5,ENSG00000148835,hsa-miR-29a-3p,MIMAT0000086,5,4,5,0.86
TBC1D20,ENSG00000125875,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.43
TBC1D31,ENSG00000156787,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.39
TBC1D9B,ENSG00000197226,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.42
TENT4B,ENSG00000121274,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.41
TFDP1,ENSG00000198176,hsa-miR-29a-3p,MIMAT0000086,5,4,3,-1
THADA,ENSG00000115970,hsa-miR-29a-3p,MIMAT0000086,5,4,5,0.36
THOC2,ENSG00000125676,hsa-miR-29a-3p,MIMAT0000086,5,3,3,0.44
TIPRL,ENSG00000143155,hsa-miR-29a-3p,MIMAT0000086,5,4,5,0.55
TLE3,ENSG00000140332,hsa-miR-29a-3p,MIMAT0000086,5,4,5,0.36
TMEM183A,ENSG00000163444,hsa-miR-29a-3p,MIMAT0000086,5,3,3,1
TMEM25,ENSG00000149582,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.41
TMUB2,ENSG00000168591,hsa-miR-29a-3p,MIMAT0000086,5,5,5,0.43
TNKS,ENSG00000173273,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.52
TNKS2,ENSG00000107854,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.44
TNRC6C,ENSG00000078687,hsa-miR-29a-3p,MIMAT0000086,5,4,2,0.62
TOGARAM1,ENSG00000198718,hsa-miR-29a-3p,MIMAT0000086,5,4,5,-1
TPP2,ENSG00000134900,hsa-miR-29a-3p,MIMAT0000086,5,3,3,0.56
TRAPPC2L,ENSG00000167515,hsa-miR-29a-3p,MIMAT0000086,5,5,4,0.48
TRPV2,ENSG00000187688,hsa-miR-29a-3p,MIMAT0000086,5,4,3,0.45
UACA,ENSG00000137831,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.79
UAP1L1,ENSG00000197355,hsa-miR-29a-3p,MIMAT0000086,5,3,3,0.7
UBA52,ENSG00000221983,hsa-miR-29a-3p,MIMAT0000086,5,4,5,0.37
UBN1,ENSG00000118900,hsa-miR-29a-3p,MIMAT0000086,5,5,4,0.49
UBR5,ENSG00000104517,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.4
UBXN7,ENSG00000163960,hsa-miR-29a-3p,MIMAT0000086,5,5,3,0.91
USP15,ENSG00000135655,hsa-miR-29a-3p,MIMAT0000086,5,5,5,0.63
USP40,ENSG00000085982,hsa-miR-29a-3p,MIMAT0000086,5,5,5,0.51
VAMP7,ENSG00000124333,hsa-miR-29a-3p,MIMAT0000086,5,3,3,0.62
VAPB,ENSG00000124164,hsa-miR-29a-3p,MIMAT0000086,5,4,5,0.49
VASH2,ENSG00000143494,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.57
VAT1L,ENSG00000171724,hsa-miR-29a-3p,MIMAT0000086,5,2,2,0.43
VDAC2,ENSG00000165637,hsa-miR-29a-3p,MIMAT0000086,5,3,2,-1
VPS13A,ENSG00000197969,hsa-miR-29a-3p,MIMAT0000086,5,5,5,0.79
VPS25,ENSG00000131475,hsa-miR-29a-3p,MIMAT0000086,5,3,3,0.55
WASL,ENSG00000106299,hsa-miR-29a-3p,MIMAT0000086,5,4,4,-1
WBP2,ENSG00000132471,hsa-miR-29a-3p,MIMAT0000086,5,5,4,-1
WDR17,ENSG00000150627,hsa-miR-29a-3p,MIMAT0000086,5,4,2,0.57
WDR81,ENSG00000167716,hsa-miR-29a-3p,MIMAT0000086,5,3,4,0.65
WIPF1,ENSG00000115935,hsa-miR-29a-3p,MIMAT0000086,5,4,5,0.37
XBP1,ENSG00000100219,hsa-miR-29a-3p,MIMAT0000086,5,5,5,0.49
XPO7,ENSG00000130227,hsa-miR-29a-3p,MIMAT0000086,5,3,3,-1
YARS,ENSG00000134684,hsa-miR-29a-3p,MIMAT0000086,5,4,5,0.48
ZBED4,ENSG00000100426,hsa-miR-29a-3p,MIMAT0000086,5,4,3,0.4
ZBTB20,ENSG00000181722,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.68
ZCCHC24,ENSG00000165424,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.36
ZFYVE26,ENSG00000072121,hsa-miR-29a-3p,MIMAT0000086,5,5,5,0.64
ZNF148,ENSG00000163848,hsa-miR-29a-3p,MIMAT0000086,5,4,3,0.93
ZNF200,ENSG00000010539,hsa-miR-29a-3p,MIMAT0000086,5,5,5,0.51
ZNF451,ENSG00000112200,hsa-miR-29a-3p,MIMAT0000086,5,5,5,0.36
ZNF460,ENSG00000197714,hsa-miR-29a-3p,MIMAT0000086,5,4,4,-1
ZNF468,ENSG00000204604,hsa-miR-29a-3p,MIMAT0000086,5,4,4,0.59
ZNF518A,ENSG00000177853,hsa-miR-29a-3p,MIMAT0000086,5,3,5,0.38
ZNF609,ENSG00000180357,hsa-miR-29a-3p,MIMAT0000086,5,5,4,0.6
ABCB7,ENSG00000131269,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.39
ABCC1,ENSG00000103222,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.42
ACOX1,ENSG00000161533,hsa-miR-29a-3p,MIMAT0000086,4,4,2,-1
ACTG1,ENSG00000184009,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
ACTR3,ENSG00000115091,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
ADAMTS15,ENSG00000166106,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-0.18
ADAMTS2,ENSG00000087116,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.7
ADCY6,ENSG00000174233,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.42
ADRA2A,ENSG00000150594,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.38
AGO4,ENSG00000134698,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
AHNAK2,ENSG00000185567,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
AKR1B1,ENSG00000085662,hsa-miR-29a-3p,MIMAT0000086,4,2,2,-0.31
AKT2,ENSG00000105221,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.16
AL136295.1,ENSG00000254692,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.4
ALDH3B1,ENSG00000006534,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.39
ALG10B,ENSG00000175548,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.5
ALKBH6,ENSG00000239382,hsa-miR-29a-3p,MIMAT0000086,4,3,2,0.44
ALYREF,ENSG00000183684,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
ANKRD46,ENSG00000186106,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.5
ANKZF1,ENSG00000163516,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.42
AP3B1,ENSG00000132842,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
AP3S1,ENSG00000177879,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
AP4B1,ENSG00000134262,hsa-miR-29a-3p,MIMAT0000086,4,3,2,0.36
AP5M1,ENSG00000053770,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
APEH,ENSG00000164062,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.36
APOLD1,ENSG00000178878,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.51
ARF5,ENSG00000004059,hsa-miR-29a-3p,MIMAT0000086,4,2,4,0.97
ARFGEF3,ENSG00000112379,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.56
ARHGAP11A,ENSG00000198826,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
ARHGAP35,ENSG00000160007,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.39
ARHGEF17,ENSG00000110237,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.37
ARID1B,ENSG00000049618,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.99
ARID4B,ENSG00000054267,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
ARID5B,ENSG00000150347,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
ARIH1,ENSG00000166233,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.39
ARL8A,ENSG00000143862,hsa-miR-29a-3p,MIMAT0000086,4,3,2,-1
ARL8B,ENSG00000134108,hsa-miR-29a-3p,MIMAT0000086,4,4,3,-1
ARPC5,ENSG00000162704,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.52
ARRDC1,ENSG00000197070,hsa-miR-29a-3p,MIMAT0000086,4,2,2,-1
ASH1L,ENSG00000116539,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
ASNS,ENSG00000070669,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-0.22
ASTN2,ENSG00000148219,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.37
ATF2,ENSG00000115966,hsa-miR-29a-3p,MIMAT0000086,4,2,2,-1
ATF7IP,ENSG00000171681,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.45
ATG7,ENSG00000197548,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.42
ATL3,ENSG00000184743,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.36
ATP13A3,ENSG00000133657,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.5
ATP1B1,ENSG00000143153,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.59
ATP5MF,ENSG00000241468,hsa-miR-29a-3p,MIMAT0000086,4,3,4,-1
ATP5PF,ENSG00000154723,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
ATP6V0B,ENSG00000117410,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
ATRNL1,ENSG00000107518,hsa-miR-29a-3p,MIMAT0000086,4,3,2,0.5
ATXN1L,ENSG00000224470,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.63
AUP1,ENSG00000115307,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.37
B3GALNT2,ENSG00000162885,hsa-miR-29a-3p,MIMAT0000086,4,2,2,-1
B4GALT6,ENSG00000118276,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
BACH2,ENSG00000112182,hsa-miR-29a-3p,MIMAT0000086,4,4,3,1
BAZ1B,ENSG00000009954,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.37
BCL2L2,ENSG00000129473,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.58
BICD2,ENSG00000185963,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.48
BLTP1,ENSG00000138688,hsa-miR-29a-3p,MIMAT0000086,4,3,2,0.44
BLTP3A,ENSG00000065060,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.63
BLTP3B,ENSG00000111647,hsa-miR-29a-3p,MIMAT0000086,4,4,2,0.41
BOD1L1,ENSG00000038219,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.43
BRIP1,ENSG00000136492,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.42
BUB1B,ENSG00000156970,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
BZW1,ENSG00000082153,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.6
C16ORF87,ENSG00000155330,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.73
C1ORF52,ENSG00000162642,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.78
C4ORF3,ENSG00000164096,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
CABIN1,ENSG00000099991,hsa-miR-29a-3p,MIMAT0000086,4,3,2,0.37
CAD,ENSG00000084774,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
CASD1,ENSG00000127995,hsa-miR-29a-3p,MIMAT0000086,4,3,2,-1
CASP7,ENSG00000165806,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.43
CCDC167,ENSG00000198937,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.57
CCNB2,ENSG00000157456,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
CCNE1,ENSG00000105173,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.54
CDC25A,ENSG00000164045,hsa-miR-29a-3p,MIMAT0000086,4,2,4,0.37
CDC40,ENSG00000168438,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.38
CDC42SE2,ENSG00000158985,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
CDC5L,ENSG00000096401,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.38
CDCA5,ENSG00000146670,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.45
CDK9,ENSG00000136807,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.37
CDKN1A,ENSG00000124762,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.56
CDYL2,ENSG00000166446,hsa-miR-29a-3p,MIMAT0000086,4,4,3,-1
CEMIP2,ENSG00000135048,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.48
CEP170B,ENSG00000099814,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.4
CEP350,ENSG00000135837,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
CEP97,ENSG00000182504,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.65
CEPT1,ENSG00000134255,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
CHD2,ENSG00000173575,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.4
CHEK1,ENSG00000149554,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
CHKA,ENSG00000110721,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.38
CHL1,ENSG00000134121,hsa-miR-29a-3p,MIMAT0000086,4,3,2,-0.23
CHM,ENSG00000188419,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.52
CHRM3,ENSG00000133019,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.36
CHTOP,ENSG00000160679,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.67
CLCN3,ENSG00000109572,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.41
CLUH,ENSG00000132361,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.36
CMAS,ENSG00000111726,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
CMIP,ENSG00000153815,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
CMTR2,ENSG00000180917,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
CNEP1R1,ENSG00000205423,hsa-miR-29a-3p,MIMAT0000086,4,4,3,-1
CNOT11,ENSG00000158435,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
CNTFR,ENSG00000122756,hsa-miR-29a-3p,MIMAT0000086,4,3,2,0.36
COL2A1,ENSG00000139219,hsa-miR-29a-3p,MIMAT0000086,4,2,1,1
COPE,ENSG00000105669,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.37
COTL1,ENSG00000103187,hsa-miR-29a-3p,MIMAT0000086,4,3,4,-1
COX11,ENSG00000166260,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.47
CRYBG1,ENSG00000112297,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.48
CSNK1D,ENSG00000141551,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.37
CSNK1G3,ENSG00000151292,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.54
CTAGE8,ENSG00000289604,hsa-miR-29a-3p,MIMAT0000086,4,2,2,-1
CTCF,ENSG00000102974,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
CTNNBIP1,ENSG00000178585,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.83
CTNND2,ENSG00000169862,hsa-miR-29a-3p,MIMAT0000086,4,3,2,-1
CUL3,ENSG00000036257,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.37
CUL4B,ENSG00000158290,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.39
CUL5,ENSG00000166266,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
CYCS,ENSG00000172115,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.84
DCAF15,ENSG00000132017,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.35
DCAF6,ENSG00000143164,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.51
DCAF7,ENSG00000136485,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.61
DCHS1,ENSG00000166341,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.42
DCK,ENSG00000156136,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.5
DDAH1,ENSG00000153904,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
DDX18,ENSG00000088205,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
DDX47,ENSG00000213782,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.4
DDX54,ENSG00000123064,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
DDX56,ENSG00000136271,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.5
DENND11,ENSG00000257093,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.55
DENND1B,ENSG00000213047,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.84
DENND4A,ENSG00000174485,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.82
DHX9,ENSG00000135829,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
DIXDC1,ENSG00000150764,hsa-miR-29a-3p,MIMAT0000086,4,4,2,0.63
DLG3,ENSG00000082458,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.44
DMXL1,ENSG00000172869,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.48
DNAJB14,ENSG00000164031,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.57
DPM1,ENSG00000000419,hsa-miR-29a-3p,MIMAT0000086,4,3,4,-1
DR1,ENSG00000117505,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.41
DSC2,ENSG00000134755,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.49
DSEL,ENSG00000171451,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
DUSP6,ENSG00000139318,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.38
DYNC1LI2,ENSG00000135720,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.42
EDF1,ENSG00000107223,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
EEF1AKMT3,ENSG00000123427,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.49
EFEMP1,ENSG00000115380,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.54
EFL1,ENSG00000140598,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
EGR1,ENSG00000120738,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
EGR3,ENSG00000179388,hsa-miR-29a-3p,MIMAT0000086,4,3,2,0.36
EHBP1L1,ENSG00000173442,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.38
EIF2AK1,ENSG00000086232,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
EIF4A2,ENSG00000156976,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.45
EIF4E,ENSG00000151247,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.49
EIF4E2,ENSG00000135930,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.36
EIF5,ENSG00000100664,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.36
ELOVL5,ENSG00000012660,hsa-miR-29a-3p,MIMAT0000086,4,3,2,0.58
EMC8,ENSG00000131148,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.53
ENAH,ENSG00000154380,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.52
ENTREP3,ENSG00000160767,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.37
ERBB2,ENSG00000141736,hsa-miR-29a-3p,MIMAT0000086,4,3,4,-1
ESRRA,ENSG00000173153,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.39
ETFDH,ENSG00000171503,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
EXOC5,ENSG00000070367,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
EXTL2,ENSG00000162694,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.93
FBL,ENSG00000105202,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
FBN2,ENSG00000138829,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.51
FGF2,ENSG00000138685,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
FHIP2A,ENSG00000151553,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.48
FIBP,ENSG00000172500,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.38
FKBP1A,ENSG00000088832,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.51
FLAD1,ENSG00000160688,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.4
FNDC3B,ENSG00000075420,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.58
FOS,ENSG00000170345,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.59
FOSL1,ENSG00000175592,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.36
FRYL,ENSG00000075539,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
FUS,ENSG00000089280,hsa-miR-29a-3p,MIMAT0000086,4,3,4,-1
G6PD,ENSG00000160211,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.45
GART,ENSG00000159131,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
GAS2L3,ENSG00000139354,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.53
GDI1,ENSG00000203879,hsa-miR-29a-3p,MIMAT0000086,4,3,2,-1
GEMIN4,ENSG00000179409,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
GFPT1,ENSG00000198380,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.37
GGPS1,ENSG00000152904,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.51
GINS1,ENSG00000101003,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.38
GLUD1,ENSG00000148672,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.82
GOLGA1,ENSG00000136935,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.37
GPATCH2L,ENSG00000089916,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.47
GPKOW,ENSG00000068394,hsa-miR-29a-3p,MIMAT0000086,4,3,2,0.35
GPRASP2,ENSG00000158301,hsa-miR-29a-3p,MIMAT0000086,4,2,1,0.46
GTF2E1,ENSG00000153767,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.5
GTF3C5,ENSG00000148308,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.48
GXYLT1,ENSG00000151233,hsa-miR-29a-3p,MIMAT0000086,4,3,4,0.37
H1-10,ENSG00000184897,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
H2BC8,ENSG00000273802,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.4
H3C2,ENSG00000286522,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
HCFC2,ENSG00000111727,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.38
HIC1,ENSG00000177374,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.37
HIPK3,ENSG00000110422,hsa-miR-29a-3p,MIMAT0000086,4,5,4,0.43
HMCN1,ENSG00000143341,hsa-miR-29a-3p,MIMAT0000086,4,3,2,0.99
HPGD,ENSG00000164120,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.63
HS3ST3B1,ENSG00000125430,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.94
HSP90B1,ENSG00000166598,hsa-miR-29a-3p,MIMAT0000086,4,4,4,-1
HSPA14,ENSG00000187522,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
HSPA9,ENSG00000113013,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.43
HYCC2,ENSG00000155744,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.51
IAH1,ENSG00000134330,hsa-miR-29a-3p,MIMAT0000086,4,3,2,0.4
ID3,ENSG00000117318,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.54
IDH2,ENSG00000182054,hsa-miR-29a-3p,MIMAT0000086,4,3,3,-1
ILF3,ENSG00000129351,hsa-miR-29a-3p,MIMAT0000086,4,4,4,0.42
IMP4,ENSG00000136718,hsa-miR-29a-3p,MIMAT0000086,4,3,4,-1
INPP5A,ENSG00000068383,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.36
INTS14,ENSG00000138614,hsa-miR-29a-3p,MIMAT0000086,4,2,2,-1
INTS4,ENSG00000149262,hsa-miR-29a-3p,MIMAT0000086,4,2,2,0.53
IPO13,ENSG00000117408,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.37
IPO7,ENSG00000205339,hsa-miR-29a-3p,MIMAT0000086,4,2,2,-1
IRGQ,ENSG00000167378,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.66
IST1,ENSG00000182149,hsa-miR-29a-3p,MIMAT0000086,4,3,4,-1
ITGA7,ENSG00000135424,hsa-miR-29a-3p,MIMAT0000086,4,3,1,0.38
ITSN2,ENSG00000198399,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.4
KAT6A,ENSG00000083168,hsa-miR-29a-3p,MIMAT0000086,4,3,3,0.37
KAT6B,ENSG00000156650,hsa-miR-29a-3p,MIMAT0000086,4,4,3,0.41
